id;is_misinfo;Tweets,,,,,,,,,,,,,
1,34361E+18;0;Happy to be getting my first dose of vaccine! It's time that COVID-19 F**ked off - vaccines in arms is his that's going to happen #upyourscorona https://t.co/X8gL1RQJNo,,,,,,,,,,,,
1,3611E+18;0;Massachusetts coronavirus vaccine rollout: 35,589 more doses administered https://t.co/6DCjFcwV6I,,,,,,,,,,,
1,35919E+18;0;Just got my first dose of the Pfizer Covid-19 vaccine this morning thanks to #EmoryHealthcare. So far no side effects.,,,,,,,,,,,,
1,"38743E+18;0;""Guys", registration for Vaccination for age group 18-45 starts today at 4 PM. Please register on the Cowin website ,,,,,,,,,,,
,,,,,,,,,,,,,
Vaccination is a big step in fighting Covid-19. I urge you all to please get vaccinated <U+0001F64F><U+0001F3FB>,,,,,,,,,,,,,
,,,,,,,,,,,,,
"#COVID19Vaccine #vaccine #VaccinesSaveLives #VaccinesWork https://t.co/gAXYanhwKO""",,,,,,,,,,,,,
1,38584E+18;0;if you eat movie theatre food you don’t need to worry about what’s in the vaccine,,,,,,,,,,,,
1,37415E+18;0;My body aches today. I had my first Pfizer vax dose Saturday. So either I am having side effects of a vaccine, or I'm just getting old. <U+0001F914><U+0001F61C>,,,,,,,,,,,
1,34687E+18;0;If you got your ears pierced at Claire’s, you don’t have to worry about what’s in the vaccine.,,,,,,,,,,,
1,"35999E+18;1;""Nurse Suffering From Bell's Palsy After Pfizer Gene Therapy Injection - Update",,,,,,,,,,,,
"https://t.co/h4KT28F7fV""",,,,,,,,,,,,,
1,38828E+18;0;Thank you @GovLarryHogan  @MDNG @Walgreens @KevinBanMD  @RepDavidTrone  for walking the walk and giving @SenecaCreekCC the opportunity to host an equity vaccine clinic today for 130 residents whose barriers to access include lack of transportation, email, and reliable internet. https://t.co/qPs51gfxiK,,,,,,,,,,
1,36056E+18;1;.@SenatorGill Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines,,,,,,,,,,
1,38827E+18;0;im tryna take both johnsons no vaccine,,,,,,,,,,,,
1,39037E+18;0;Second vaccine <U+2705>  Hoping this gets me one step closer to returning to normal and to the people and things I love and have missed.  Grateful to the scientists, doctors, and brave study volunteers who made this possible.  <U+0001F637><U+0001F489>#Vaccinated #GetTheShot #TeamModerna #FauciOuchie,,,,,,,,,,
1,"38753E+18;0;""It's been over 24 hours since I received the vaccine.",,,,,,,,,,,,
I still don't have the ability to fly.,,,,,,,,,,,,,
*sigh*,,,,,,,,,,,,,
"#RyanLythall #ThatsHowIRoll #RollingEnigma #Ottawa #MyOttawa #vaccine #vaccination #COVID19Ontario #COVID19Vaccine #VaccinesWork  #Centretown #ottnews #vaccinated""",,,,,,,,,,,,,
1,"38609E+18;1;""Who in their right mind would want to take a J&amp;J vaccine now? What they're doing is just propping up capitalism", if you have enough vaccine like you say than do it," this is an unsafe vaccine...Fuck you America!""",,,,,,,,,,
1,36042E+18;0;I got my first shot today! #COVID19 #volunteer #vaccine #ArizonaState https://t.co/Ogt2acCrVX,,,,,,,,,,,,
1,35925E+18;0;Just got my first dose of the Covid vaccine <U+0001F489>,,,,,,,,,,,,
1,35916E+18;0;Vaccine Update: Just got the second round. It’s been about 10min and my arm is sore, but that’s about it.,,,,,,,,,,,
1,39026E+18;1;#Covid_19 #vaccine Very important information on the depopulation properties of the Covid19 vaccine. https://t.co/lPiEGDXKqq,,,,,,,,,,,,
1,"34659E+18;1;""19th &amp; 22nd:  Concerns About COVID-19 Vaccine Causing Infertility -&amp;- A Look at the Lawyer trying to Help Trump Overturn the Election",,,,,,,,,,,,
"... https://t.co/YinS7iEzyD  #CovidVaccine #COVID19 #infertility  #Election2020 #Trump #CletaMitchell""",,,,,,,,,,,,,
1,35892E+18;1;Vaccines are experimental. This is genocide. It will break your heart.https://t.co/I7uVTehYDe,,,,,,,,,,,,
1,3469E+18;1;IT IS NOT A VACCINE : https://t.co/IarBzsxgoO,,,,,,,,,,,,
1,34226E+18;0;if you beefin on twitter on christmas eve don’t worry about what’s in the vaccine,,,,,,,,,,,,
1,34512E+18;1;I'm assuming Scott Morrison will be calling his mates Joe Biden, Kamala Harris and Rupert Murdoch to tell them how irresponsible they've been for taking this dangerous vaccine so early.,,,,,,,,,,,
1,34665E+18;0;don’t worry about what’s in the COVID vaccine if you eat easy cheese,,,,,,,,,,,,
1,35853E+18;1;4 hours of pay for the Experimental gene therapy Jab....https://t.co/6KXdpH5AyN,,,,,,,,,,,,
1,3903E+18;1;No way I would let my child get an experimental vaccine that a corrupt pharmaceutical company says is safe.,,,,,,,,,,,,
1,3902E+18;1;Beware the financial FALLOUT from the vaccine bioweapons death wave… collapse of tax revenues, pensions, real estate values and the dollar all inevitable https://t.co/hmLaIvKssV,,,,,,,,,,
1,38563E+18;1;New promise for gene therapy https://t.co/hAlBIMWxoi  #TodaysMedicalUpdate #Medicine #Health #Patients #NHS #FMRevolution #Today #Insurance #Pharmaceutical #Biotech #COVID19 #Coronavirus #Doctor #Policy #Vaccine #MedTech Please Retweet,,,,,,,,,,,,
1,34609E+18;1;More positive information against COVID you have to ask why more governments are not trying this safe medication and rolling out a fairly untested vaccine... @FatEmperor Thought you might be interested in this also as a truth giver. https://t.co/mDuhTUfIHz,,,,,,,,,,,,
1,37414E+18;0;just got my first vaccine!! <U+0001F642><U+0001F489>,,,,,,,,,,,,
1,"38804E+18;1;""It's that time again...",,,,,,,,,,,,
,,,,,,,,,,,,,
"Remember when """"dangerous/deadly vaccine side-effects"""" were just a wacky """"Conspiracy Theory"""" touted by basement dwelling loonies...",,,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/8Wt6bDzK3M""",,,,,,,,,,,,,
1,35967E+18;0;People who have been fully #vaccinated against #coronavirus -- right now that means with two doses of either the Pfizer/BioNTech or Moderna vaccine -- can skip quarantine if they are exposed to someone infected https://t.co/ydOICUdqCw,,,,,,,,,,,,
1,38569E+18;0;If you ever jumped into the UCSB lagoon you don’t need to worry about what’s in the vaccine.,,,,,,,,,,,,
1,34325E+18;0;if youve ever been here dont worry about whats in the vaccine https://t.co/RzLzCXc86J,,,,,,,,,,,,
1,37397E+18;0;Had my 2nd Pfizer jab yesterday morning, by the evening My arm was rather painful. This morning I feel as though I have been hit by a truck! My 82yr old mum has brought me a cuppa in bed. Glad I booked the day off.,,,,,,,,,,,
1,34649E+18;1;The vaccine is used to exterminate Black People...Dont take it! They’re lieing.......,,,,,,,,,,,,
1,38664E+18;1;China's Sinovac COVID-19 vaccine uses an inactivated virus, like traditional vaccines. None of this mRNA experimental gene therapy nonsense.,,,,,,,,,,,
1,36044E+18;0;I got my first COVID vaccine shot yesterday (Pfizer) and the only pain I have felt was a tiny bit when I pulled off the bandaid today.,,,,,,,,,,,,
1,"34697E+18;1;""Why are they claiming this is a vaccine??",,,,,,,,,,,,
In the meantime," YOU assume ALL of the risks associated with taking this experimental """"vaccine"""".",,,,,,,,,,,,
, and for which there is ZERO liability protection," should you have a serious adverse reaction. https://t.co/CfeJZ6H6LQ""",,,,,,,,,,,
1,"37326E+18;0;""“When you’re offered the COVID-19 vaccine", please take it.”,,,,,,,,,,,
,,,,,,,,,,,,,
“The vaccine is essential in the battle against coronavirus and it will save lives insha’Allah.”,,,,,,,,,,,,,
,,,,,,,,,,,,,
"#GetVaccinated #GetTheJab @Council4Mosques https://t.co/C8qx2avvhg""",,,,,,,,,,,,,
1,37405E+18;1;Get a free donut everyday if you get the gene therapy theirs pushing <U+0001F923><U+0001F923>it’s really going to happen isn’t it. Large companies will try and incentivise vaccine uptake. This is the most materialistic brain dead shit I’ve ever heard <U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F>,,,,,,,,,,,,
1,"3879E+18;0;""Apparently", my body insists on responding to vaccine shot 2 in individual symptoms. Past 48 hours in 6-12 hour increments: fatigue, fever, dizziness, headache, congestion, and chills. ,,,,,,
,,,,,,,,,,,,,
WHAT A RIDE. Never been more grateful to feel so shitty. ,,,,,,,,,,,,,
"#COVIDVaccination #GetVaccinated""",,,,,,,,,,,,,
1,"34396E+18;0;""The best things in life aren’t things. ",,,,,,,,,,,,
,,,,,,,,,,,,,
Between smiles and tears, there was a heart grateful for receiving the #COVID19 #vaccine. This was for my family, friends, patients, and our community. ,,,,,,,,,
,,,,,,,,,,,,,
#ThisIsOurShot ,,,,,,,,,,,,,
#IBelieveInScience,,,,,,,,,,,,,
"#MedTwitter https://t.co/95teLZbgJe""",,,,,,,,,,,,,
1,34371E+18;0;If I can make it to vaccine day covid clear I’ll be forever grateful but if that’s not in the cards for me let’s be positive ASAP with a super mild case to get it over with.,,,,,,,,,,,,
1,39033E+18;0;Fully vaccinated today. Hooray! Stay smart, get vaccinated, COVID is still dangerous! Thank you @Pfizer and @doc.fauci @ Ben's Garden https://t.co/EzmnuC9Jb2,,,,,,,,,,
1,34224E+18;0;If you've ever used the toilet on a Greyhound bus, don't worry about what's in the COVID vaccine. https://t.co/QlzLTvTaqn,,,,,,,,,,,
1,"3466E+18;1;""I'm not getting the vaccine for the chinese demonicrap-communist bioweapon.",,,,,,,,,,,,
,,,,,,,,,,,,,
But regarding the mcrib: I was in the army for 8 years. When you've used your id card as a spoon for every meal during 2 weeks in the jungles of Panama," the mcrib is luxury dining. https://t.co/AxJGt1D9Pu""",,,,,,,,,,,,
1,37411E+18;0;Got my second dose of the vaccine can finally go back to my fav gloryhole now that I don’t need to worry about COVID,,,,,,,,,,,,
1,38746E+18;0;One shot down one to go do your part get your #vaccine #vaccinated #VaccinesWork https://t.co/GCzQIBTNtH,,,,,,,,,,,,
1,38736E+18;0;Seeing pressure on Cowin site I must say thank God people are realising importance of Vaccine. Those who are unable to register don’t panic in next couple of hours it will smoothen out. But just go and get vaccinated. #VaccinesWork #VaccineRegistration #VaccineFor18Plus,,,,,,,,,,,,
1,36035E+18;0;Got my first shot of the Moderna vax today!!! Hooray!!! https://t.co/oxd29jCaw3,,,,,,,,,,,,
1,34658E+18;0;if you've ever swam in Trenton Lake or at the lake in Parks, NE, you don't need to worry about what's in the vaccine <U+0001F602>,,,,,,,,,,
1,"3877E+18;0;""Gearing up to get #vaccinated from 1st May?",,,,,,,,,,,,
,,,,,,,,,,,,,
The order by the National Blood Transfusion Council implies that the #blooddonor has to wait for 28 days after taking the second dose of the #vaccine," which means that he or she cannot donate for 56 days after taking the first jab. https://t.co/KZSSksAq4K""",,,,,,,,,,,,
1,"37307E+18;1;""The non-vaccine 'vaccine': Is it really safe? ",,,,,,,,,,,,
“The products are not FDA approved. By law such products CANNOT be mandatory. They are not vaccines. They are experimental biological agents, a form of gene therapy.”  ,,,,,,,,,,,,
More information. <U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F>,,,,,,,,,,,,,
"https://t.co/VVzwtacPB3""",,,,,,,,,,,,,
1,"37211E+18;1;""What is an mRNA injection? It's experimental Gene Therapy! – ‘Let’s be very clear",’ says scientist David Martin, ‘This is not a vaccine!’,,,,,,,,,,
https://t.co/GqsLTbcKlz,,,,,,,,,,,,,
@LaraLeaTrump @GOPLeader @newtgingrich @GOPChairwoman @LeaderMcConnell @JudgeJeanine ,,,,,,,,,,,,,
"@DonaldJTrumpJr @SenTedCruz @GOP""",,,,,,,,,,,,,
1,34469E+18;0;Wife got the vaccine today! Pretty excited that we are getting this close to normal.,,,,,,,,,,,,
1,36021E+18;0;Had 2nd COVID vaccine yesterday https://t.co/tUj51mpcKN,,,,,,,,,,,,
1,39008E+18;0;So excited to become vaccine eligible tomorrow! Words can’t even describe how happy and grateful I’m feeling <U+0001F64F><U+0001F3FB> #ableg #yeg #COVID19AB,,,,,,,,,,,,
1,34505E+18;1;I said they will blame a death or permit side affects on your underlying health conditions and not the Experimental Vaccine. Repent  https://t.co/5vLgGfeCdt,,,,,,,,,,,,
1,39002E+18;0;About 24 hours past Moderna #2, feeling grateful and relieved but also why is the sun so bright and damn my kids talk loud and I need to lie down before my next zoom call https://t.co/t4tQuLxiJj,,,,,,,,,,,
1,3469E+18;0;My grandma just got the vaccine today.... if she ard I ain’t gonna hold y’all ima go head and do it,,,,,,,,,,,,
1,3727E+18;1;DR. HOTZE ON THE DANGERS OF THE COVID-19 VACCINE  The So-Called COVID-19 “Vaccine”  Is Really A Dangerous Experimental Gene Therapy@FROGTrumpet https://t.co/uTinp7dgrE,,,,,,,,,,,,
1,37234E+18;1;I REFUSE TO BE INJECTED WITH A EXPERIMENTAL GENE THERAPY DRUG AKA: CHINA VIRUS VACCINE.,,,,,,,,,,,,
1,39001E+18;0;Fully vaccinated with Moderna. <U+2705>,,,,,,,,,,,,
1,38728E+18;0;If routine vaccination efforts are not strengthened and maintained, there is a greater risk of reversing the progress made in curbing vaccine preventable diseases, resulting to more deaths. #GetVaccinated #VaccinesWork #AVW2021 @gavi @MOH_Kenya @WHOKenya @UNICEFKenya https://t.co/4hexGxn5qN,,,,,,,,,,
1,34432E+18;1;I’m pretty sure a strict 3 month lockdown would help significantly rather than whatever is in that rushed vaccine....but no...y’all yts just wanna feel so entitled...dummies <U+0001F926><U+0001F3FD><U+200D><U+2640><U+FE0F>,,,,,,,,,,,,
1,34594E+18;1;Dont take da vaccine <U+2757><U+2757><U+2757> Theres cum in it <U+2757><U+2757><U+2757><U+0001F922>,,,,,,,,,,,,
1,35926E+18;0;Just got my second dose of the covid vaccine! GO GET IT! <U+0001F60A><U+0001F489>,,,,,,,,,,,,
1,34663E+18;0;if you’ve ever eaten anything from the gumball machine at spencer’s, you don’t need to worry about what’s in the vaccine,,,,,,,,,,,
1,34649E+18;0;If you eat pork don’t worry about what’s in the vaccine,,,,,,,,,,,,
1,37405E+18;0;European countries to resume AstraZeneca jabs after safety backing https://t.co/8dNLOwe2Kd,,,,,,,,,,,,
1,"34374E+18;1;""At the very min something isn’t right with this rushed vaccine for a virus that’s highly survivable. They will make it to where u have NO freedoms unless u take their vaccine &amp; have a card to prove it. Meanwhile"," we don’t have to have a voter ID card to influence an entire nation""",,,,,,,,,,,
1,34652E+18;0;I get my second @pfizer #COVID #Vaccine tomorrow!!!! https://t.co/fUHUWuNZGk,,,,,,,,,,,,
1,37328E+18;0;First covid vaccine in the arm. Asked for the butt, the servicemen chuckled but declined.,,,,,,,,,,,
1,34677E+18;0;the people who've gotten their ears pierced at claire's shouldn't worry about what's in the vaccine,,,,,,,,,,,,
1,37235E+18;1;AND MARATHI MANOOS IS BORN WITH A SPECIAL BRAIN OF ELIMINATION OF RULES. IT WAS SO OBVIOUS WHEN DOWN CENTER SHOULD HAVE RUSHED VACCINE TO MAHA AND SOME LARGER CITIES TO COVER 25% OF POPULATION. ALL WRITINGS ON WALL - ANOTHER MASTER STROKE FROM THE MAN IN POWER.,,,,,,,,,,,,
1,3733E+18;0;i'm not really sure about this, but she says she's a nurse and i really want the vaccine to go to ufc 261 https://t.co/k9H5R4drwI,,,,,,,,,,,
1,36034E+18;0;I got my first vaccine! <U+0001F603>,,,,,,,,,,,,
1,38814E+18;0;Had to call off of work today unfortunately. I have a bad fever and chills constantly ever since I took the 2nd vaccine dose. I could barely sleep last night and kept waking up. My temperature is 101.1 still this morning. Ugh. This moderna is hitting me so hard. <U+0001F912><U+0001F494>,,,,,,,,,,,,
1,34659E+18;0;Got my first shot of vaccine <U+0001F489> from work today! #vaccination #vacine @pfizer_news #COVID19 https://t.co/TWFGkI7je7,,,,,,,,,,,,
1,34615E+18;1;The biggest fallout of an untested vaccine, devoid of adequate data, will be on the poor. Those who are rich, or from the middle class, will have the recourse to go for Pfizer or another costlier one. Its the poor, with no alternative, who'd have to grapple with the problems.,,,,,,
1,34613E+18;0;Just got my COVID vaccine couple hours ago and just my arm hurts. Feels like the flu shot....didn’t get covid during this entire pandemic so I hope this helps to still protect me,,,,,,,,,,,,
1,3877E+18;0;Just had my 2nd #vaccination yesterday!! Thank you #NHS and to all the lovely people who made it so smooth and easy for us <U+0001F64F><U+0001F3FD>. #COVID19 #vaccine #vaccinated https://t.co/T1yhBAuZIy,,,,,,,,,,,,
1,37414E+18;0;I teared up driving home from my first vaccine shot today. The sense of relief I felt to be heading down a hopeful path was one I'll never forget.,,,,,,,,,,,,
1,"36053E+18;1;""Nobody knows how they will react to taking a vaccine until they actually take it. Therefore every single vaccine is experimental. ",,,,,,,,,,,,
,,,,,,,,,,,,,
Imagine experimenting with your health/life because Susanna Reid said you should," lol<U+0001F602><U+0001F602><U+0001F921><U+0001F921>""",,,,,,,,,,,,
1,37329E+18;0;I need a vaccine plug <U+0001F50C>,,,,,,,,,,,,
1,34333E+18;0;got my first dose of the covid vaccine. <U+0001F600>,,,,,,,,,,,,
1,"38746E+18;0;""I am fully Vaxed baby!! I got the mother fuckin 2nd Moderna shot today!! #Moderna #vaccinated",,,,,,,,,,,,
"https://t.co/olL5BnMeLt""",,,,,,,,,,,,,
1,38779E+18;0;If you’re a Twink don’t worry about what’s in the vaccine, not because there’s no risk but because you don’t matter <U+2764><U+FE0F>,,,,,,,,,,,
1,"38779E+18;0;""Why should you get the #Covid19 vaccine? NHS doctor @kiranmorjaria explains who he is vaccinated for <U+0001F447>",,,,,,,,,,,,
,,,,,,,,,,,,,
"#TeamHalo #VaccinesWork #VaccinatedFor #EuropeanImmunizationWeek https://t.co/nMfGU9XDfH""",,,,,,,,,,,,,
1,"35884E+18;1;""“Initial indications are that the man did not have any allergic reaction to the vaccine",” Zucker said in his statement.,,,,,,,,,,,
,,,,,,,,,,,,,
Okey dokey!<U+0001F928> Depopulation. Social Security is going broke. What better way to decrease the Baby Bommer recipients  numbers low?,,,,,,,,,,,,,
" https://t.co/ki7Cc1z75X""",,,,,,,,,,,,,
1,"34635E+18;1;""The French do not trust the experimental #COVID19nsw  vaccine", which many believe will alter their DNA and thus have unknown adverse side effects,,,,,,,,,,,
,,,,,,,,,,,,,
"Low Turnout In France For Jab / Macron Livid! / Hugo Talks #lockdown https://t.co/qMIQprZvEL via @YouTube""",,,,,,,,,,,,,
1,38814E+18;0;Guess who got their 2nd moderna shot? https://t.co/VL5rogIB7W,,,,,,,,,,,,
1,"3722E+18;1;""Political role under fire in European AstraZeneca vaccine suspensions https://t.co/PoLJbod34l ",,,,,,,,,,,,
,,,,,,,,,,,,,
I have to mock how Drugcompany and WHO tried to sell and promote potential deadly vaccine: ,,,,,,,,,,,,,
"Get vaccinated and you shall receive a free bucket of Asbesto to sniff from""",,,,,,,,,,,,,
1,"3465E+18;1;""Abortion doesn't involve benefit from """"past wrongdoing:"""" it's an ongoing crime given legitimacy by use of fetal cells in vaccines. It's no act of charity to jeopardize your health on an untested vaccine that should have taken years to go on the market.",,,,,,,,,,,,
"https://t.co/0MX3Ag1JxV""",,,,,,,,,,,,,
1,34696E+18;0;Just got the email to get my covid vaccine <U+0001F97A>working for The Man perk,,,,,,,,,,,,
1,"37324E+18;1;""The Government is coming for your children. ",,,,,,,,,,,,
,,,,,,,,,,,,,
This time the little prick they want to put in them is a needle containing a toxic, untested vaccine.,,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/6ukurUKQkU""",,,,,,,,,,,,,
1,38744E+18;0;I’m not a hugger really, but in 2 weeks I will hug everyone that even kind of wants a hug. #vaccinated #CovidVaccine #Pfizer,,,,,,,,,,,
1,37376E+18;1;Using Herd Immunity Excuse For Gene Therapy Vaccine On Kids https://t.co/6FVvCM1CkE https://t.co/2yVfNDUh07,,,,,,,,,,,,
1,38541E+18;1;That's Pathetic! Mcdumps conning people to work for their toxic food company! Nobody's that stupid! it's like my Employer conning employees with money to take the toxic vaccine!,,,,,,,,,,,,
1,34657E+18;0;don’t worry about what’s in the vaccine if you eat at the mall food courts,,,,,,,,,,,,
1,37329E+18;0;Well, the first round of the Pfizer vaccine did not make me feel ill, but I sure has hell slept a lot.,,,,,,,,,,
1,38691E+18;0;if you’ve willingly ate frozen food from the dollar store, you don’t need to worry about what’s in the COVID vaccine.,,,,,,,,,,,
1,37413E+18;0;Got my second Moderna shot today. I'm thrilled to be fully vaccinated, but holy cow, my arm is sore!!!  Thank you @GovAndyBeshear for your hard work in rolling out the vaccine in KY and finally giving us some hope of normalcy!,,,,,,,,,,
1,34366E+18;0;I’m lucky enough to be receiving my first Moderna COV-19 vaccine today. I’m going to tweet my experience for the next couple of hours. #vaccine #Moderna #modernavaccine,,,,,,,,,,,,
1,34682E+18;0;If you take birth control don’t worry about what’s in the vaccine you’re fucked anyway x x,,,,,,,,,,,,
1,"37333E+18;1;""WARNING !! DR. HOTZE EXPOSES """"DANGEROUS EXPERIMENTAL GENE THERAPY"""" AKA COVID-19 VACCINE ! MUST WATCH https://t.co/q40DwNujoZ via @BitChute""",,,,,,,,,,,,
1,37407E+18;0;Officially “half-vaxed”! Thankful for the first dose of the covid vaccine. Can see the light at the end of the tunnel <U+2665><U+FE0F>,,,,,,,,,,,,
1,3466E+18;0;if you hate jojo's bizarre adventure part 6 stone ocean don't worry about what's in the vaccine,,,,,,,,,,,,
1,38999E+18;0;Tazewell County COVID-19 vaccine tracker: 33% of people are fully vaccinated https://t.co/cc2G89iWkp,,,,,,,,,,,,
1,"34229E+18;1;""Global reset means genocide(80% depopulation plan)and communism. China", Mexico &amp; “purple revolution” are overthrowing the U.S. The virus," lockdowns &amp; “vaccine” are pre-planned weapons of this war. Ties to spygate cover-up (AKA crossfire hurricane). Thread https://t.co/0heTaDzoIu""",,,,,,,,,,
1,38782E+18;1;AstraZeneca experimental gene therapy is unapproved for use in US so our unwanted stock is being dumped on India.,,,,,,,,,,,,
1,39002E+18;0;The only reason i was gonna take the vaccine is because i thought i wldnt have to take a test to go places anymore. But even if im fully vaccinated i still gotta be taking test to travel?? WTF NO!!!,,,,,,,,,,,,
1,34665E+18;0;if you eat lil caesars dont worry about whats in the vaccine,,,,,,,,,,,,
1,3454E+18;1;The technology used in Vaccines ie mRNA itself is experimental and messes our natural god given immune system of protein synthesis. It sends genetic coded instructions for producing a certain set of proteins. ALso pl read - https://t.co/SVdPOAXXoq,,,,,,,,,,,,
1,38747E+18;0;Getting my second dose today! #vaccinated #Pfizer,,,,,,,,,,,,
1,"37413E+18;0;""Received my second COVID vaccine shot this morning. Excited to have it done"," but I'm now in a """"I just want to sleep"""" and """"who ran over me"""" stage of life. ",,,,,,,,,,,
,,,,,,,,,,,,,
"p.s. I completely missed a meeting this afternoon by falling asleep at my desk.""",,,,,,,,,,,,,
1,37376E+18;0;excited about my vaccine but i don’t think i’m ready for the world to see the second half of my face yet,,,,,,,,,,,,
1,"34365E+18;1;""He is crying because he just sold us off as guinea pigs for the WHO's rushed vaccine.",,,,,,,,,,,,
Cav nicely there by traitorville.,,,,,,,,,,,,,
"#level3 https://t.co/thJ7Wtks1i""",,,,,,,,,,,,,
1,"34522E+18;1;""Don’t be fooled Fauci &amp; Gates didn’t really take the real covid vaccine"," come on these evil wicked monsters aren’t going to take the actual medical big pharma sterilization &amp; covid disease enhancer &amp; killer vaccine!""",,,,,,,,,,,
1,38827E+18;0;first very well deserved drink since my first vaccine shot!,,,,,,,,,,,,
1,"34555E+18;1;""Clearly", rational Americans are skeptical of a rushed vaccine. ,,,,,,,,,,,
,,,,,,,,,,,,,
"That's the tweet.""",,,,,,,,,,,,,
1,37406E+18;0;2nd vaccine done <U+2705> https://t.co/zd40pQfnWk,,,,,,,,,,,,
1,37328E+18;0;<U+274C> No vaccine appointments are available at Washington Avenue Armory - Albany, Schenectady, Troy.,,,,,,,,,,
1,"34397E+18;1;""""""...those records could also act like a work authorization at your job", or a pass to get into restaurants, bars," and shopping malls. """"",,,,,,,,,
,,,,,,,,,,,,,
"Take the """"voluntary"""" gene therapy jab for this sketchy virus or we'll starve you and leave you to die in the streets https://t.co/r4ldD7xq1B""",,,,,,,,,,,,,
1,34222E+18;0;if you let your dog lick your mouth... you don’t have to worry about what’s in the vaccine baby,,,,,,,,,,,,
1,"34221E+18;0;""If you eat at L&amp;L on Oahu (except for the one on Liliha)"," don’t worry about what’s in the vaccine.""",,,,,,,,,,,
1,37211E+18;1;The True Story Of Meghan Markle ! It Was Poison Vaccine For The entire Royals With All Their Guards Army GovT House Of Lords All Sort Of Weapons Such Typhoon Fighter Jets Can Destroy All The City In One Hr ! I Mean Third Husband Not Baby's Color ! Unbelievable Story Though,,,,,,,,,,,,
1,34689E+18;0;Just registered for the vaccine <U+0001F489><U+0001F64C>,,,,,,,,,,,,
1,3462E+18;0;I just got my dad an appointment to get his first dose of the covid vaccine oh my god,,,,,,,,,,,,
1,"34659E+18;0;""if you've watched @ZeeNews once", don't worry about what's in the vaccine.,,,,,,,,,,,
"#GodiMedia""",,,,,,,,,,,,,
1,37392E+18;1;Trust in experimental AstraZeneca gene therapy disappears. https://t.co/JrKfeDI4bK,,,,,,,,,,,,
1,37324E+18;1;It's Gene Therapy, Not a Vaccine https://t.co/TJY6RhJXFH,,,,,,,,,,,
1,34327E+18;0;After the most stressful year of my life ( and almost 32 years of nursing)) I got my first Covid vaccine!! I’m starting to feel cautiously hopeful ! https://t.co/42m1OKz90P,,,,,,,,,,,,
1,35916E+18;0;Jjust got our 2nd dose of the Pfizer Covid-19 Vaccine! #COVID19 #vacine #utsw #utsouthwestern   #igottheshot https://t.co/dpqjBr2KTA,,,,,,,,,,,,
1,39042E+18;0;Got my first dose of the vaccine today. Thankful to the scores of people including @fordnation @BonnieCrombie @citymississauga @regionofpeel to make this happen. But I could not have received it today without the timely info and details from @VaxHuntersCan,,,,,,,,,,,,
1,"37189E+18;1;""The vaccine is gene therapy.",,,,,,,,,,,,
"If you get the vaccine I know that you don't research for yourself. I also know you aren't aware of how viruses work <U+0001F926><U+0001F3FE><U+200D><U+2640><U+FE0F><U+0001F937><U+0001F3FE><U+200D><U+2640><U+FE0F>""",,,,,,,,,,,,,
1,35896E+18;1;Don't get distracted by the impeachment show when THOUSANDS ARE DYING AROUND THE WORLD FROM THE #VACCINE CDC: Over 500 Deaths Now Following mRNA Experimental Injections – “Vaccine Hesitancy” Increasing. https://t.co/PuBqoiBtAd,,,,,,,,,,,,
1,34374E+18;1;Depopulation- Vaccine.  GetGuns- Stimulus checks.     Make people dependant on Government not God GOAL . Christians wake up,,,,,,,,,,,,
1,34686E+18;0;If you've had Botox or fillers you don't have to worry about what's in the vaccine,,,,,,,,,,,,
1,3586E+18;1;<U+2066>Death counts are mounting following receiving experimental vaccine: <U+2066>@CBCNews<U+2069> <U+2066>@CBCNB<U+2069> <U+2066>@CTVNews<U+2069> <U+2066>@CTVAtlantic<U+2069> <U+2066>@globalnews<U+2069>  https://t.co/NuyYNnzeNV,,,,,,,,,,,,
1,"38736E+18;0;""Bangalore's MP Task Force and RSS Seva Bharathi joined hands for #COVIDVaccination drive in apartments. Request @oja_queen to replicate similar initiative in #Guwahati. ",,,,,,,,,,,,
,,,,,,,,,,,,,
#VaccinesWork #vaccination,,,,,,,,,,,,,
"#VaccineRegistration #vaccine #VaccineFor18Plus #VaccinationDrive https://t.co/IUOpEYRkH1""",,,,,,,,,,,,,
1,34231E+18;1;Nazi technology wrapped up in covid-19 and WHO vaccine. Very marry christmas im sure they dont wish. Depopulation agenda of one sick guy nobody woted for https://t.co/E4gwhOvMs4,,,,,,,,,,,,
1,"36063E+18;1;""Poll in my local paper titled """"When do you expect to get your vaccine?""""  ",,,,,,,,,,,,
,,,,,,,,,,,,,
There isn't an option for not getting the shot. And it's not a vaccine...it's gene therapy.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"The media is propaganda...even small town media. https://t.co/fuXk7oXp5D""",,,,,,,,,,,,,
1,"34586E+18;1;""Vaccine ingredient:",,,,,,,,,,,,
,,,,,,,,,,,,,
Polysorbate 80 &amp; 20,,,,,,,,,,,,,
